timestamp,open,high,low,close,volume
2020-06-19,0.2700,0.4050,0.2700,0.3199,534503
2020-06-18,0.3000,0.3200,0.2400,0.3101,232506
2020-06-17,0.4000,0.4001,0.3000,0.3164,160292
2020-06-16,0.4001,0.4389,0.3000,0.3600,215262
2020-06-15,0.4000,0.4001,0.3101,0.3750,163226
2020-06-12,0.4999,0.5200,0.3300,0.4000,317997
2020-06-11,0.4498,0.5500,0.2700,0.3999,851097
2020-06-10,0.5000,0.9000,0.3500,0.4370,2158522
2020-06-09,0.2000,0.2625,0.1800,0.2500,575519
2020-06-08,0.2300,0.2300,0.1351,0.1800,455853
2020-06-05,0.1500,0.2000,0.1200,0.1700,648279
2020-06-04,0.1000,0.1820,0.1000,0.1300,1061720
2020-06-03,0.0700,0.0950,0.0500,0.0920,233820
2020-06-02,0.0900,0.0900,0.0457,0.0600,247430
2020-06-01,0.0800,0.1170,0.0600,0.0704,227898
2020-05-29,0.1576,0.1576,0.0606,0.0900,615026
2020-05-28,0.0330,0.0771,0.0330,0.0605,152246
2020-05-27,0.0353,0.0400,0.0311,0.0330,12024
2020-05-26,0.0300,0.0500,0.0300,0.0400,36589
2020-05-22,0.0500,0.0500,0.0300,0.0311,39631
2020-05-21,0.0500,0.0560,0.0213,0.0350,73952
2020-05-20,0.0425,0.0425,0.0425,0.0425,1
2020-05-19,0.0430,0.0430,0.0420,0.0425,3019
2020-05-18,0.0460,0.0460,0.0425,0.0438,54194
2020-05-15,0.0211,0.0460,0.0211,0.0420,40600
2020-05-14,0.0398,0.0398,0.0397,0.0397,1201
2020-05-13,0.0390,0.0399,0.0388,0.0399,8762
2020-05-12,0.0400,0.0400,0.0300,0.0301,6136
2020-05-11,0.0400,0.0428,0.0400,0.0400,3801
2020-05-08,0.0310,0.0440,0.0201,0.0430,119295
2020-05-07,0.0400,0.0424,0.0400,0.0400,16202
2020-05-06,0.0415,0.0415,0.0400,0.0400,1655
2020-05-05,0.0401,0.0410,0.0401,0.0410,9481
2020-05-04,0.0400,0.0500,0.0400,0.0487,41373
2020-05-01,0.0500,0.0500,0.0450,0.0450,15062
2020-04-30,0.0400,0.0500,0.0400,0.0450,83839
2020-04-29,0.0575,0.0575,0.0405,0.0410,6243
2020-04-28,0.0550,0.0580,0.0365,0.0371,16566
2020-04-27,0.0700,0.0700,0.0597,0.0597,40613
2020-04-24,0.0738,0.0750,0.0700,0.0700,3736
2020-04-23,0.0800,0.0800,0.0601,0.0601,27681
2020-04-22,0.0908,0.0908,0.0686,0.0702,3615
2020-04-21,0.0899,0.0980,0.0650,0.0908,135327
2020-04-20,0.4100,0.4100,0.0800,0.0800,475113
2020-04-17,0.0500,0.1500,0.0500,0.1098,107390
2020-04-16,0.1090,0.1090,0.1090,0.1090,1033
2020-04-15,0.1000,0.1169,0.0511,0.1150,13478
2020-04-14,0.1470,0.1470,0.0911,0.1199,24808
2020-04-13,0.1300,0.1950,0.1001,0.1475,75252
2020-04-09,0.0900,0.1000,0.0796,0.0800,36765
2020-04-08,0.1700,4.9600,0.0500,0.0500,42897
2020-04-07,0.1151,0.1151,0.1151,0.1151,5101
2020-04-06,0.0999,0.1151,0.0999,0.1151,713
2020-04-03,0.1000,0.1000,0.0500,0.0913,3200
2020-04-01,0.0320,0.0320,0.0200,0.0200,68330
2020-03-31,0.0899,0.0900,0.0500,0.0500,20475
2020-03-27,0.3000,0.3500,0.0800,0.0800,9087
2020-03-18,0.3000,0.3000,0.0900,0.1800,3001
2020-03-17,0.1771,0.1771,0.1600,0.1600,1800
2020-03-16,0.1560,0.1700,0.1560,0.1700,1000
2020-03-11,0.1200,0.1200,0.1200,0.1200,100
2020-03-10,0.1080,0.1200,0.1080,0.1200,11000
2020-03-09,0.1300,0.1300,0.1000,0.1300,68467
2020-03-05,0.1700,0.1700,0.1700,0.1700,63800
2020-03-03,0.1600,0.2300,0.1400,0.1700,220940
2020-02-28,0.3000,0.3000,0.2500,0.2500,22000
2020-02-19,0.3300,0.3300,0.3300,0.3300,300
2020-01-09,0.3300,0.3300,0.3300,0.3300,72577
2019-12-31,0.1100,0.3300,0.1100,0.3300,6000
2019-12-17,0.3000,0.3000,0.3000,0.3000,80
2019-12-12,0.3000,0.3000,0.2995,0.3000,14200
2019-12-11,0.3200,0.3344,0.3200,0.3344,108300
2019-12-10,0.3200,0.3200,0.3200,0.3200,9800
2019-11-21,0.3200,0.3200,0.3200,0.3200,1000
2019-11-19,0.3000,0.3000,0.3000,0.3000,100
2019-11-14,0.3200,0.3200,0.3200,0.3200,200
2019-11-13,0.3200,0.3200,0.3200,0.3200,100
2019-11-12,0.3200,0.3200,0.3200,0.3200,400
2019-11-11,0.2900,0.3200,0.1924,0.3200,43800
2019-11-08,0.3290,0.3290,0.3290,0.3290,1
2019-11-06,0.3290,0.3290,0.3290,0.3290,1
2019-11-05,0.3290,0.3290,0.3290,0.3290,300
2019-11-01,0.3800,0.3900,0.3800,0.3900,1208
2019-10-28,0.2500,0.4000,0.2500,0.3400,53425
2019-10-25,0.2500,0.3450,0.1899,0.3260,39035
2019-10-22,0.1900,0.3400,0.1900,0.3400,8952
2019-10-10,0.1500,0.2300,0.1277,0.2000,22100
2019-10-09,0.2000,0.2000,0.2000,0.2000,1000
2019-10-04,0.2000,0.2000,0.2000,0.2000,7500
2019-10-03,0.2000,0.2000,0.2000,0.2000,143158
2019-10-01,0.1900,0.1900,0.1900,0.1900,20000
2019-09-27,0.2200,0.2200,0.2200,0.2200,254311
2019-09-11,0.2499,0.2500,0.2200,0.2200,14350
2019-09-05,0.2499,0.2500,0.1600,0.2200,256300
2019-09-04,0.1900,0.2499,0.1800,0.2300,71399
2019-08-30,0.1750,0.2499,0.1750,0.2491,5500
2019-08-29,0.2100,0.2500,0.2100,0.2499,178777
2019-08-27,0.2300,0.2300,0.2300,0.2300,200
2019-08-21,0.2300,0.2300,0.2300,0.2300,5000
2019-08-15,0.2498,0.2498,0.2399,0.2400,7400
2019-08-13,0.2499,0.2499,0.2499,0.2499,100
2019-08-12,0.2499,0.2499,0.2499,0.2499,10000
2019-08-09,0.2191,0.2499,0.1991,0.1991,12774
2019-08-08,0.2450,0.2450,0.2450,0.2450,100
2019-08-07,0.1500,0.2451,0.1500,0.1900,21037
2019-08-06,0.1750,0.1750,0.1492,0.1492,20000
2019-08-05,0.2500,0.2500,0.2500,0.2500,100
2019-08-01,0.1740,0.2498,0.1600,0.2498,61183
2019-07-31,0.2499,0.2499,0.2336,0.2336,2013
2019-07-30,0.2000,0.2000,0.2000,0.2000,110
2019-07-29,0.2000,0.2499,0.2000,0.2000,52850
2019-07-26,0.2499,0.2499,0.2399,0.2399,9600
2019-07-25,0.1330,0.2600,0.1330,0.2300,37400
2019-07-22,0.1354,0.1354,0.1114,0.1330,73320
2019-07-18,0.1450,0.1450,0.1450,0.1450,1000
2019-07-17,0.1490,0.1500,0.1265,0.1457,62700
2019-07-15,0.1500,0.1500,0.1500,0.1500,6000
2019-07-12,0.1500,0.1500,0.1500,0.1500,19000
2019-07-11,0.1500,0.1500,0.1500,0.1500,7600
2019-07-08,0.1567,0.1567,0.1500,0.1500,433800
