timestamp,open,high,low,close,volume
2020-06-19,8.2900,8.5250,8.2400,8.4400,67872
2020-06-18,8.2300,8.7300,7.9094,8.2100,21373
2020-06-17,8.3600,8.3600,7.7800,8.0000,35063
2020-06-16,8.2700,8.4200,8.1500,8.3050,49120
2020-06-15,9.6000,9.7900,7.7850,8.4150,220984
2020-06-12,10.0000,10.3700,9.7000,9.9600,14586
2020-06-11,10.1150,10.1150,9.5500,9.5500,23842
2020-06-10,10.3200,10.4000,10.0600,10.2500,14751
2020-06-09,10.3800,10.4900,10.0000,10.2900,39373
2020-06-08,10.3600,10.4900,10.0280,10.2400,38000
2020-06-05,10.2100,10.2100,9.9900,10.2000,12971
2020-06-04,10.4500,10.4500,9.9000,10.0100,31995
2020-06-03,10.2440,10.4900,10.1100,10.2500,10539
2020-06-02,10.2100,10.5000,10.1100,10.5000,10182
2020-06-01,10.2500,10.5000,10.1500,10.5000,18115
2020-05-29,10.5478,10.5478,10.2500,10.5000,8666
2020-05-28,10.5700,10.6100,10.2500,10.4000,19152
2020-05-27,10.5600,10.6800,10.4300,10.4300,23881
2020-05-26,10.2500,11.1000,10.2500,10.5600,52188
2020-05-22,9.4432,10.2500,9.4432,10.0100,10649
2020-05-21,9.7900,10.1900,9.2993,9.9700,5813
2020-05-20,9.7500,10.2000,9.2700,10.2000,6030
2020-05-19,8.8000,9.7500,8.8000,9.7500,3413
2020-05-18,8.7450,9.1800,8.7450,9.0300,2649
2020-05-15,8.2200,9.0400,8.2200,8.9500,2010
2020-05-14,9.0000,9.1950,8.7002,8.8250,9113
2020-05-13,9.4300,10.5000,9.1450,9.3800,13002
2020-05-12,9.8400,9.8970,9.1500,9.1500,5789
2020-05-11,10.6800,10.6800,9.0000,9.3100,9445
2020-05-08,10.5000,10.7100,10.0050,10.6800,8351
2020-05-07,9.8500,11.0700,8.8700,10.5000,7686
2020-05-06,9.0000,10.1000,9.0000,10.1000,11333
2020-05-05,8.9500,9.2500,8.9000,9.0900,4899
2020-05-04,9.2500,9.2500,9.0900,9.0900,901
2020-05-01,8.9000,9.0900,8.8055,9.0900,3630
2020-04-30,9.0600,9.1000,8.8100,9.1000,3914
2020-04-29,9.1300,9.2500,9.0521,9.0600,6153
2020-04-28,9.3200,9.3550,9.0000,9.2500,5879
2020-04-27,9.4800,9.5000,8.8000,9.2500,12673
2020-04-24,8.5300,9.4800,8.4583,9.4800,8122
2020-04-23,9.0500,9.3000,8.6937,8.6937,7336
2020-04-22,8.8650,9.5000,8.6000,9.5000,5557
2020-04-21,8.5700,9.5000,8.4056,8.8500,9053
2020-04-20,8.2200,9.0000,8.1900,8.5150,6608
2020-04-17,8.2200,8.8000,8.1502,8.7000,5305
2020-04-16,9.0000,9.0000,8.1500,8.9900,10301
2020-04-15,8.3484,8.7000,8.0000,8.7000,2610
2020-04-14,8.4300,8.6900,8.0000,8.6900,16487
2020-04-13,8.5750,8.7000,8.3200,8.7000,6456
2020-04-09,9.1300,9.1300,8.2600,9.0000,2568
2020-04-08,9.1500,9.1500,8.3000,8.8000,8066
2020-04-07,9.5900,9.5900,8.5100,9.1400,4485
2020-04-06,9.0411,9.5200,7.9200,9.1400,2974
2020-04-03,8.4000,8.8200,8.0200,8.2000,25397
2020-04-02,7.0800,8.4700,7.0800,7.1200,2324
2020-04-01,8.0400,8.3900,6.8600,7.0518,16252
